,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
4781,Q4782,jvalencia@example.org,Account Suspension,Can I restore my data after suspension?,Closed,27-03-2025,31-03-2025
4782,Q4783,roblesjustin@example.net,Feature Request,Can we have auto-save for drafts?,Closed,09-06-2025,19-06-2025
4783,Q4784,peggyortiz@example.com,Data Export,Exported Excel has broken formatting.,Closed,26-05-2025,29-05-2025
4784,Q4785,danny61@example.net,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,24-03-2025,02-04-2025
4785,Q4786,elizabeth33@example.net,Bug Report,Tab focus jumps incorrectly.,Closed,29-04-2025,10-05-2025
4786,Q4787,dporter@example.net,Feature Request,Add folder structure to organize data.,Closed,25-04-2025,28-04-2025
4787,Q4788,bellcody@example.net,UI Feedback,Sidebar hides important links.,Closed,25-07-2025,30-07-2025
4788,Q4789,vaughanandrew@example.org,Technical Support,Freezing during screen load.,Closed,29-04-2025,03-05-2025
4789,Q4790,katherine85@example.com,UI Feedback,Dark mode missing in login.,Closed,11-07-2025,21-07-2025
4790,Q4791,mcdonaldandrea@example.org,Feature Request,Would like push notifications for updates.,Closed,17-03-2025,18-03-2025
4791,Q4792,crystal12@example.org,Technical Support,Graphs not rendering properly.,Closed,05-03-2025,11-03-2025
4792,Q4793,aadkins@example.org,Feature Request,Multi-user role system would help.,Closed,23-07-2025,26-07-2025
4793,Q4794,jennifer13@example.com,Feature Request,Ability to bulk edit entries needed.,Closed,26-03-2025,06-04-2025
4794,Q4795,parker61@example.com,Account Suspension,Unjustified account suspension request.,Closed,17-05-2025,18-05-2025
4795,Q4796,gregory15@example.com,Data Export,Can’t schedule data export.,Closed,07-07-2025,09-07-2025
4796,Q4797,robertfox@example.net,Login Issue,Getting 'user not found' even with valid ID.,Closed,07-03-2025,19-03-2025
4797,Q4798,breanna13@example.net,Technical Support,Error 500 on accessing dashboard.,Closed,10-07-2025,13-07-2025
4798,Q4799,maureen67@example.net,Subscription Cancellation,Wrong account cancelled.,Closed,15-04-2025,16-04-2025
4799,Q4800,jeffrey25@example.net,Bug Report,Sidebar collapses on scroll.,Closed,11-04-2025,28-04-2025
4800,Q4801,tjones@example.com,Feature Request,Add folder structure to organize data.,Closed,05-02-2025,07-02-2025
4801,Q4802,taylorpamela@example.net,Subscription Cancellation,Need proof of cancellation for records.,Closed,13-04-2025,16-04-2025
4802,Q4803,bakertravis@example.net,Technical Support,Graphs not rendering properly.,Closed,24-02-2025,25-02-2025
4803,Q4804,bsanchez@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,19-02-2025,22-02-2025
4804,Q4805,gcollins@example.com,Data Export,Auto-export not working on Fridays.,Closed,04-04-2025,11-04-2025
4805,Q4806,poncebrenda@example.net,Data Export,Export email not received.,Closed,28-04-2025,30-04-2025
4806,Q4807,hchoi@example.com,Feature Request,Suggesting calendar integration.,Closed,02-06-2025,04-06-2025
4807,Q4808,kathleen52@example.org,Login Issue,Session expires immediately after login.,Closed,29-04-2025,05-05-2025
4808,Q4809,hendersonlaura@example.net,UI Feedback,Error messages not clear enough.,Closed,05-06-2025,06-06-2025
4809,Q4810,briancole@example.org,Feature Request,Would like push notifications for updates.,Closed,16-04-2025,21-04-2025
4810,Q4811,hilljennifer@example.org,UI Feedback,Text is too small on mobile.,Closed,17-05-2025,22-05-2025
4811,Q4812,watsonrebecca@example.com,Billing Problem,Invoice PDF is missing this month.,Closed,04-04-2025,07-04-2025
4812,Q4813,ubennett@example.net,Account Suspension,How do I appeal a suspension?,Closed,20-05-2025,01-06-2025
4813,Q4814,jameskennedy@example.net,Account Suspension,Got a warning mail I don’t understand.,Closed,08-02-2025,12-02-2025
4814,Q4815,ymarshall@example.net,Login Issue,Cannot log in on mobile app.,Closed,06-03-2025,07-03-2025
4815,Q4816,rcontreras@example.org,Account Suspension,Can I restore my data after suspension?,Closed,05-05-2025,09-05-2025
4816,Q4817,ygonzales@example.net,Payment Failure,Need GST invoice after payment.,Closed,12-06-2025,14-06-2025
4817,Q4818,jenniferbrown@example.net,Bug Report,Form validation not working properly.,Closed,18-03-2025,24-03-2025
4818,Q4819,uweaver@example.org,Billing Problem,Billed for a cancelled plan.,Closed,23-04-2025,28-04-2025
4819,Q4820,randylopez@example.com,UI Feedback,Too many clicks to perform actions.,Closed,01-03-2025,03-03-2025
4820,Q4821,lgilbert@example.com,Account Suspension,Need help lifting restrictions.,Closed,08-06-2025,13-06-2025
4821,Q4822,lisa44@example.net,Billing Problem,Promo code was not applied.,Closed,12-02-2025,18-02-2025
4822,Q4823,sierra11@example.com,Bug Report,Unable to delete old entries.,Closed,22-07-2025,24-07-2025
4823,Q4824,casey17@example.org,Feature Request,Add AI auto-suggestions for forms.,Closed,05-06-2025,08-06-2025
4824,Q4825,fbeltran@example.com,UI Feedback,Graphs too compressed on mobile view.,Closed,09-07-2025,21-07-2025
4825,Q4826,christopher94@example.net,Technical Support,Cannot upload files to cloud.,Closed,22-02-2025,28-02-2025
4826,Q4827,hunter03@example.org,Account Suspension,Got a warning mail I don’t understand.,Closed,19-04-2025,22-04-2025
4827,Q4828,sandy40@example.com,Payment Failure,Payment failed due to card error.,Opened,04-07-2025,
4828,Q4829,tchoi@example.org,Feature Request,Need voice assistant for dashboard.,Closed,25-05-2025,09-06-2025
4829,Q4830,jacksonmarissa@example.org,Account Suspension,Need clarification on temporary lockout.,Closed,24-07-2025,29-07-2025
4830,Q4831,kevintaylor@example.net,Account Suspension,Need help lifting restrictions.,Closed,14-03-2025,16-03-2025
4831,Q4832,adam85@example.com,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,29-05-2025,30-05-2025
4832,Q4833,hollyellis@example.net,Bug Report,Unable to delete old entries.,Closed,14-05-2025,16-05-2025
4833,Q4834,deannamarquez@example.com,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,04-05-2025,08-05-2025
4834,Q4835,jmurphy@example.com,UI Feedback,Filter section takes too much space.,Closed,13-05-2025,16-05-2025
4835,Q4836,robertdavid@example.org,UI Feedback,Alignment issues in forms.,Closed,17-04-2025,19-04-2025
4836,Q4837,michaelthomas@example.net,Subscription Cancellation,Wrong account cancelled.,Closed,01-06-2025,10-06-2025
4837,Q4838,sabrinawebster@example.com,Login Issue,Error 401 appearing on login.,Closed,05-02-2025,12-02-2025
4838,Q4839,brooke03@example.net,Subscription Cancellation,App locked after cancellation.,Closed,27-06-2025,07-07-2025
4839,Q4840,clarkhannah@example.org,UI Feedback,Color scheme hard to read in sunlight.,Closed,08-05-2025,21-05-2025
4840,Q4841,craiggarcia@example.org,Account Suspension,Unjustified account suspension request.,Closed,02-03-2025,04-03-2025
4841,Q4842,mosleybonnie@example.org,Technical Support,Freezing during screen load.,Closed,27-05-2025,06-06-2025
4842,Q4843,christopher09@example.org,Account Suspension,How do I appeal a suspension?,Closed,16-02-2025,24-02-2025
4843,Q4844,milescaitlin@example.com,Billing Problem,Incorrect tax calculations.,Closed,04-05-2025,07-05-2025
4844,Q4845,shawna74@example.com,Subscription Cancellation,Can’t contact support post cancellation.,Closed,22-07-2025,29-07-2025
4845,Q4846,karaburns@example.net,Account Suspension,Terms of use were unclear.,Closed,04-06-2025,06-06-2025
4846,Q4847,srichardson@example.com,Login Issue,Session expires immediately after login.,Closed,06-05-2025,10-05-2025
4847,Q4848,gregory86@example.net,Technical Support,Slow performance during peak hours.,Closed,05-07-2025,06-07-2025
4848,Q4849,cunninghamkimberly@example.org,Feature Request,Multi-user role system would help.,Closed,23-05-2025,28-05-2025
4849,Q4850,christineware@example.org,Technical Support,Can’t install latest update.,Closed,17-07-2025,18-07-2025
4850,Q4851,david20@example.net,Subscription Cancellation,Can’t contact support post cancellation.,Closed,12-06-2025,29-06-2025
4851,Q4852,dwayne05@example.org,Bug Report,Back button doesn’t work.,Closed,23-04-2025,24-04-2025
4852,Q4853,williampowers@example.com,Bug Report,Chart not updating after data refresh.,Closed,26-07-2025,29-07-2025
4853,Q4854,fryematthew@example.org,Feature Request,Ability to bulk edit entries needed.,Closed,13-05-2025,17-05-2025
4854,Q4855,wlee@example.org,Technical Support,Settings not saving properly.,Closed,01-07-2025,13-07-2025
4855,Q4856,sarasmith@example.org,UI Feedback,Alignment issues in forms.,Closed,26-07-2025,30-07-2025
4856,Q4857,brownchristopher@example.org,Bug Report,Date selector not responsive.,Closed,23-07-2025,01-08-2025
4857,Q4858,amandawillis@example.org,Account Suspension,Received policy violation but unclear why.,Closed,19-06-2025,21-06-2025
4858,Q4859,uarmstrong@example.com,Data Export,Can’t schedule data export.,Closed,18-03-2025,21-03-2025
4859,Q4860,brose@example.net,UI Feedback,Mobile responsiveness needs improvement.,Closed,18-05-2025,02-06-2025
4860,Q4861,millerlisa@example.org,Data Export,Export email not received.,Closed,09-03-2025,11-03-2025
4861,Q4862,chamilton@example.com,Bug Report,Unable to delete old entries.,Closed,03-06-2025,05-06-2025
4862,Q4863,christophermayo@example.net,Login Issue,Getting 'user not found' even with valid ID.,Closed,02-07-2025,05-07-2025
4863,Q4864,sherririvera@example.org,Technical Support,Application showing version mismatch.,Closed,06-03-2025,11-03-2025
4864,Q4865,dbridges@example.net,Data Export,Export email not received.,Closed,03-07-2025,16-07-2025
4865,Q4866,parkeredward@example.org,Feature Request,Multi-user role system would help.,Closed,30-05-2025,06-06-2025
4866,Q4867,edward41@example.org,Billing Problem,Incorrect tax calculations.,Closed,03-06-2025,08-06-2025
4867,Q4868,btapia@example.com,Payment Failure,Payment gateway not redirecting.,Closed,15-04-2025,27-04-2025
4868,Q4869,ztaylor@example.com,Subscription Cancellation,Want refund for unused days.,Closed,14-07-2025,16-07-2025
4869,Q4870,imurillo@example.org,Data Export,Zip file corrupted during export.,Closed,24-07-2025,30-07-2025
4870,Q4871,rodriguezalexandra@example.com,Payment Failure,Need help with failed subscription payment.,Closed,10-02-2025,15-02-2025
4871,Q4872,harringtonthomas@example.com,Technical Support,Freezing during screen load.,Closed,07-03-2025,08-03-2025
4872,Q4873,ashlee81@example.net,Payment Failure,Need confirmation after retry.,Closed,04-05-2025,09-05-2025
4873,Q4874,angela11@example.com,Billing Problem,Promo code was not applied.,Closed,18-04-2025,01-05-2025
4874,Q4875,kellyoconnor@example.net,Technical Support,Download button is inactive.,Closed,22-07-2025,27-07-2025
4875,Q4876,brendabender@example.org,Account Suspension,Unjustified account suspension request.,Closed,26-06-2025,27-06-2025
4876,Q4877,martinshannon@example.com,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,17-03-2025,27-03-2025
4877,Q4878,reginaldelliott@example.com,Data Export,Export feature is not generating files.,Closed,17-07-2025,27-07-2025
4878,Q4879,jasminestevenson@example.com,Payment Failure,Need confirmation after retry.,Closed,06-02-2025,12-02-2025
4879,Q4880,hschmidt@example.org,Subscription Cancellation,Need proof of cancellation for records.,Closed,08-05-2025,12-05-2025
4880,Q4881,zdavis@example.org,Technical Support,Freezing during screen load.,Closed,24-02-2025,25-02-2025
4881,Q4882,andrew78@example.com,Payment Failure,Payment success mail delayed.,Closed,30-03-2025,02-04-2025
4882,Q4883,gregorychandler@example.org,Technical Support,Graphs not rendering properly.,Closed,16-05-2025,25-05-2025
4883,Q4884,twilliams@example.org,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,11-04-2025,24-04-2025
4884,Q4885,shannoncruz@example.com,Payment Failure,EMI option not available anymore.,Closed,10-06-2025,11-06-2025
4885,Q4886,mckinneybrittany@example.net,Account Suspension,Account banned during payment process.,Closed,09-06-2025,10-06-2025
4886,Q4887,taylorjennifer@example.org,Feature Request,Include a mobile-first UI option.,Closed,03-07-2025,08-07-2025
4887,Q4888,hmiller@example.com,Login Issue,Two-factor authentication is not sending code.,Closed,10-07-2025,14-07-2025
4888,Q4889,sdominguez@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,07-06-2025,11-06-2025
4889,Q4890,nathanjohnson@example.com,Bug Report,Form validation not working properly.,Closed,07-06-2025,09-06-2025
4890,Q4891,elizabethvaldez@example.com,Bug Report,Tab focus jumps incorrectly.,Closed,02-07-2025,04-07-2025
4891,Q4892,sara80@example.net,Technical Support,Can’t install latest update.,Closed,05-05-2025,19-05-2025
4892,Q4893,tarabrooks@example.net,UI Feedback,Text is too small on mobile.,Closed,05-07-2025,09-07-2025
4893,Q4894,wendy38@example.net,Payment Failure,Charged twice for one payment.,Closed,30-01-2025,02-02-2025
4894,Q4895,seth54@example.net,Login Issue,Login page taking too long to load.,Closed,14-03-2025,22-03-2025
4895,Q4896,sandra07@example.com,Bug Report,Form validation not working properly.,Closed,25-05-2025,28-05-2025
4896,Q4897,emorgan@example.com,Technical Support,Live chat not launching.,Closed,03-02-2025,05-02-2025
4897,Q4898,johnsonmason@example.org,Data Export,Data export not matching preview.,Closed,23-06-2025,25-06-2025
4898,Q4899,smithamanda@example.org,Payment Failure,Payment failed due to card error.,Opened,02-04-2025,
4899,Q4900,jameshenderson@example.org,Login Issue,Login button is unresponsive.,Closed,28-05-2025,29-05-2025
4900,Q4901,halljamie@example.net,Billing Problem,Refund not credited after 7 days.,Closed,08-07-2025,09-07-2025
4901,Q4902,brandon07@example.org,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,30-03-2025,09-04-2025
4902,Q4903,williambaker@example.org,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,30-03-2025,07-04-2025
4903,Q4904,russellsteven@example.com,Feature Request,Ability to bulk edit entries needed.,Closed,21-04-2025,28-04-2025
4904,Q4905,tina91@example.com,Payment Failure,Payment failed due to card error.,Closed,10-05-2025,19-05-2025
4905,Q4906,cbridges@example.org,Bug Report,Tab focus jumps incorrectly.,Closed,05-03-2025,07-03-2025
4906,Q4907,caldwellsean@example.com,Feature Request,Provide more chart types in dashboard.,Closed,25-06-2025,29-06-2025
4907,Q4908,austinmatthews@example.org,Technical Support,Notifications are not working.,Closed,16-06-2025,17-06-2025
4908,Q4909,jcooper@example.com,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,29-03-2025,09-04-2025
4909,Q4910,nmoreno@example.com,Feature Request,Request feature to duplicate projects.,Closed,16-06-2025,26-06-2025
4910,Q4911,pnavarro@example.net,Account Suspension,Unjustified account suspension request.,Closed,04-07-2025,08-07-2025
4911,Q4912,ysanders@example.org,Feature Request,Add AI auto-suggestions for forms.,Closed,08-04-2025,11-04-2025
4912,Q4913,scottkayla@example.com,UI Feedback,Dropdowns too close together.,Opened,27-02-2025,
4913,Q4914,gonzaleswilliam@example.org,Bug Report,Chart not updating after data refresh.,Closed,05-06-2025,18-06-2025
4914,Q4915,mendozatravis@example.com,Account Suspension,Appeal submitted but no response yet.,Closed,27-07-2025,07-08-2025
4915,Q4916,qjones@example.net,Payment Failure,Payment success mail delayed.,Closed,21-06-2025,23-06-2025
4916,Q4917,jennifer63@example.net,Login Issue,Login working on browser but not app.,Closed,30-05-2025,03-06-2025
4917,Q4918,johnathan54@example.net,Account Suspension,Account banned during payment process.,Closed,28-04-2025,04-05-2025
4918,Q4919,jill01@example.com,Feature Request,Can you include language translation?,Closed,19-03-2025,22-03-2025
4919,Q4920,matthew15@example.net,Bug Report,Sidebar collapses on scroll.,Closed,03-06-2025,06-06-2025
4920,Q4921,awatson@example.net,Payment Failure,Payment failed due to card error.,Closed,14-04-2025,15-04-2025
4921,Q4922,wlopez@example.net,Payment Failure,UPI transaction timed out.,Closed,16-04-2025,21-04-2025
4922,Q4923,thomasolsen@example.com,Feature Request,Add folder structure to organize data.,Closed,29-04-2025,13-05-2025
4923,Q4924,michelle39@example.net,Account Suspension,Need clarification on temporary lockout.,Closed,17-03-2025,23-03-2025
4924,Q4925,greenevictor@example.com,UI Feedback,Graphs too compressed on mobile view.,Closed,23-07-2025,02-08-2025
4925,Q4926,thompsonpatricia@example.com,Feature Request,Can you include language translation?,Closed,27-06-2025,01-07-2025
4926,Q4927,henrybaker@example.com,Payment Failure,Bank transaction shows pending.,Closed,29-04-2025,30-04-2025
4927,Q4928,sherilambert@example.net,Data Export,Need export in regional time zone.,Closed,19-03-2025,23-03-2025
4928,Q4929,iwright@example.net,Payment Failure,Payment gateway not redirecting.,Closed,25-03-2025,28-03-2025
4929,Q4930,stephanie43@example.net,Login Issue,Session expires immediately after login.,Closed,22-06-2025,25-06-2025
4930,Q4931,robert21@example.net,Subscription Cancellation,Cancel option not visible in settings.,Closed,08-02-2025,12-02-2025
4931,Q4932,daisy86@example.com,Login Issue,Account locked after failed attempts.,Closed,31-05-2025,03-06-2025
4932,Q4933,portermitchell@example.net,Bug Report,Back button doesn’t work.,Closed,04-03-2025,18-03-2025
4933,Q4934,rachel23@example.net,Login Issue,Captcha keeps looping during login.,Closed,03-02-2025,07-02-2025
4934,Q4935,dsmith@example.com,Feature Request,Need in-app video tutorials.,Closed,29-01-2025,04-02-2025
4935,Q4936,ulopez@example.net,Login Issue,Unable to login with correct credentials.,Closed,07-04-2025,08-04-2025
4936,Q4937,kellygomez@example.com,UI Feedback,Mobile responsiveness needs improvement.,Closed,15-05-2025,16-05-2025
4937,Q4938,richard26@example.org,Billing Problem,Charged extra on my last invoice.,Closed,07-06-2025,17-06-2025
4938,Q4939,alexisramirez@example.net,UI Feedback,Icons not intuitive.,Closed,18-06-2025,23-06-2025
4939,Q4940,erinbell@example.net,Login Issue,Getting 'user not found' even with valid ID.,Closed,12-03-2025,13-03-2025
4940,Q4941,ihill@example.net,Billing Problem,Incorrect tax calculations.,Closed,10-07-2025,11-07-2025
4941,Q4942,fmedina@example.com,Bug Report,Color scheme inconsistent.,Closed,27-03-2025,02-04-2025
4942,Q4943,jonesnatalie@example.org,Account Suspension,"Got auto-ban, never violated terms.",Closed,20-07-2025,22-07-2025
4943,Q4944,michael03@example.net,Technical Support,Freezing during screen load.,Closed,05-05-2025,10-05-2025
4944,Q4945,tphillips@example.org,Account Suspension,Need reason for my suspension.,Closed,25-03-2025,27-03-2025
4945,Q4946,holmeslisa@example.com,Login Issue,Unable to login with correct credentials.,Closed,18-06-2025,21-06-2025
4946,Q4947,richardshaw@example.org,Bug Report,Blank screen after form submission.,Closed,04-06-2025,13-06-2025
4947,Q4948,wanda16@example.com,Technical Support,Can’t install latest update.,Closed,23-04-2025,27-04-2025
4948,Q4949,shannon95@example.com,Feature Request,Multi-user role system would help.,Closed,09-04-2025,25-04-2025
4949,Q4950,martinrichard@example.net,Feature Request,Would like push notifications for updates.,Closed,01-07-2025,04-07-2025
4950,Q4951,gaymelissa@example.com,Technical Support,Can’t sync data across devices.,Closed,31-03-2025,02-04-2025
4951,Q4952,lindsey92@example.com,Feature Request,Request feature to duplicate projects.,Closed,18-03-2025,23-03-2025
4952,Q4953,andrew70@example.org,Bug Report,Form validation not working properly.,Closed,02-05-2025,11-05-2025
4953,Q4954,tylerlewis@example.com,Feature Request,Add folder structure to organize data.,Closed,02-03-2025,04-03-2025
4954,Q4955,hchristian@example.org,Payment Failure,Bank transaction shows pending.,Closed,06-04-2025,08-04-2025
4955,Q4956,bhowe@example.org,UI Feedback,Text is too small on mobile.,Closed,08-03-2025,09-03-2025
4956,Q4957,geoffrey98@example.com,Bug Report,Back button doesn’t work.,Closed,24-05-2025,28-05-2025
4957,Q4958,bhernandez@example.com,Subscription Cancellation,Cannot downgrade before cancel.,Closed,02-04-2025,03-04-2025
4958,Q4959,kelliereese@example.org,Feature Request,Can you include language translation?,Closed,29-03-2025,03-04-2025
4959,Q4960,crystal86@example.org,Billing Problem,Refund not credited after 7 days.,Closed,11-04-2025,12-04-2025
4960,Q4961,jon17@example.org,Feature Request,Request feature to duplicate projects.,Closed,31-03-2025,02-04-2025
4961,Q4962,chris81@example.org,Subscription Cancellation,Auto-renew not turned off.,Closed,03-07-2025,07-07-2025
4962,Q4963,ericaadams@example.net,Subscription Cancellation,Data wiped immediately after cancel.,Closed,29-03-2025,13-04-2025
4963,Q4964,cflowers@example.com,Billing Problem,Invoice PDF is missing this month.,Closed,17-02-2025,20-02-2025
4964,Q4965,timothyponce@example.org,Login Issue,Login button is unresponsive.,Closed,16-06-2025,28-06-2025
4965,Q4966,dharper@example.net,Technical Support,Freezing during screen load.,Closed,17-05-2025,19-05-2025
4966,Q4967,hdavis@example.org,Account Suspension,Received policy violation but unclear why.,Closed,04-02-2025,05-02-2025
4967,Q4968,paul38@example.net,Login Issue,Redirect loop after logging in.,Closed,23-05-2025,07-06-2025
4968,Q4969,sophiahale@example.com,Account Suspension,How do I appeal a suspension?,Closed,11-07-2025,16-07-2025
4969,Q4970,kristinehess@example.org,Technical Support,Notifications are not working.,Closed,05-07-2025,15-07-2025
4970,Q4971,burnsnatasha@example.com,Billing Problem,Promo code was not applied.,Closed,12-03-2025,13-03-2025
4971,Q4972,thomas06@example.org,Login Issue,Login button is unresponsive.,Closed,27-05-2025,06-06-2025
4972,Q4973,jamesgonzales@example.net,Account Suspension,Need help lifting restrictions.,Closed,01-06-2025,03-06-2025
4973,Q4974,lisa13@example.net,Login Issue,Login working on browser but not app.,Closed,11-04-2025,25-04-2025
4974,Q4975,dayala@example.net,Payment Failure,Need help with failed subscription payment.,Closed,18-06-2025,20-06-2025
4975,Q4976,bonillakathy@example.org,Feature Request,Add folder structure to organize data.,Closed,02-04-2025,11-04-2025
4976,Q4977,williamparker@example.org,Technical Support,Getting JSON decode error.,Closed,04-02-2025,10-02-2025
4977,Q4978,natalie09@example.org,Payment Failure,UPI transaction timed out.,Closed,08-06-2025,10-06-2025
4978,Q4979,lgonzales@example.com,Payment Failure,Need confirmation after retry.,Closed,14-06-2025,18-06-2025
4979,Q4980,hjones@example.com,Technical Support,Can’t install latest update.,Closed,23-07-2025,29-07-2025
4980,Q4981,pateljerry@example.org,UI Feedback,Error messages not clear enough.,Closed,01-03-2025,02-03-2025
4981,Q4982,fcherry@example.org,Payment Failure,Card declined despite funds.,Closed,20-06-2025,24-06-2025
4982,Q4983,jillian47@example.net,Payment Failure,Need help with failed subscription payment.,Closed,22-02-2025,27-02-2025
4983,Q4984,phillipwagner@example.com,Data Export,Fields are missing in exported report.,Closed,02-07-2025,05-07-2025
4984,Q4985,matthewschmidt@example.com,Feature Request,Add folder structure to organize data.,Closed,07-03-2025,11-03-2025
4985,Q4986,cwagner@example.com,Feature Request,Add AI auto-suggestions for forms.,Closed,25-07-2025,08-08-2025
4986,Q4987,tamara26@example.net,Subscription Cancellation,Want refund for unused days.,Closed,03-04-2025,05-04-2025
4987,Q4988,buchananangel@example.org,Payment Failure,Need help with failed subscription payment.,Closed,10-05-2025,16-05-2025
4988,Q4989,frobinson@example.org,Billing Problem,Duplicate transaction found.,Closed,09-04-2025,10-04-2025
4989,Q4990,wigginsjames@example.org,Login Issue,Account locked after failed attempts.,Closed,13-02-2025,19-02-2025
4990,Q4991,selenaperez@example.com,Subscription Cancellation,Wrong account cancelled.,Closed,24-03-2025,11-04-2025
4991,Q4992,michaellove@example.net,Billing Problem,Incorrect tax calculations.,Closed,27-03-2025,08-04-2025
4992,Q4993,frazierjohn@example.net,UI Feedback,Color scheme hard to read in sunlight.,Closed,15-02-2025,17-02-2025
4993,Q4994,brian82@example.org,Billing Problem,Invoice PDF is missing this month.,Closed,27-03-2025,08-04-2025
4994,Q4995,stewartjoshua@example.com,Feature Request,Provide more chart types in dashboard.,Closed,01-04-2025,06-04-2025
4995,Q4996,timothybryan@example.net,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,04-05-2025,06-05-2025
4996,Q4997,kingmichelle@example.org,Payment Failure,Payment success mail delayed.,Closed,20-06-2025,02-07-2025
4997,Q4998,tmathews@example.com,Data Export,Data export not matching preview.,Closed,12-03-2025,31-03-2025
4998,Q4999,kristen92@example.org,Technical Support,White screen on startup.,Closed,12-03-2025,13-03-2025
4999,Q5000,tammybriggs@example.com,Account Suspension,"Got auto-ban, never violated terms.",Closed,24-05-2025,26-05-2025
5000,Q5001,jessica72@example.com,Login Issue,Login button is unresponsive.,Closed,17-03-2025,24-03-2025
5001,Q5002,shafferjohn@example.org,Technical Support,Settings not saving properly.,Closed,23-06-2025,25-06-2025
5002,Q5003,amber64@example.net,Data Export,Charts not included in report export.,Closed,12-06-2025,25-06-2025
5003,Q5004,robert81@example.net,UI Feedback,Dark mode missing in login.,Closed,23-04-2025,01-05-2025
5004,Q5005,michelleespinoza@example.org,Bug Report,Unable to delete old entries.,Closed,25-06-2025,27-06-2025
5005,Q5006,hannah40@example.net,UI Feedback,Tooltips not displaying on hover.,Closed,27-05-2025,30-05-2025
5006,Q5007,mmorrison@example.org,Billing Problem,Billed for a cancelled plan.,Closed,18-03-2025,21-03-2025
5007,Q5008,lauraandrews@example.com,Payment Failure,Promo code not working during payment.,Opened,02-04-2025,
5008,Q5009,diazjulie@example.net,Feature Request,Save filter views for reuse.,Opened,23-04-2025,
5009,Q5010,lbruce@example.net,Account Suspension,Need reason for my suspension.,Closed,07-04-2025,13-04-2025
5010,Q5011,wileyjean@example.net,Technical Support,Settings not saving properly.,Closed,14-05-2025,23-05-2025
5011,Q5012,kevin48@example.org,Login Issue,Forgot my password and reset isn’t working.,Closed,30-01-2025,06-02-2025
5012,Q5013,wjacobs@example.net,Bug Report,Dropdown not loading values.,Closed,10-04-2025,22-04-2025
5013,Q5014,racheldalton@example.com,UI Feedback,Error messages not clear enough.,Closed,16-03-2025,18-03-2025
5014,Q5015,andrew63@example.net,UI Feedback,Table headers not sticky.,Closed,13-02-2025,15-02-2025
5015,Q5016,austin91@example.net,Login Issue,Captcha keeps looping during login.,Closed,30-04-2025,01-05-2025
5016,Q5017,jwheeler@example.com,Data Export,Charts not included in report export.,Closed,14-06-2025,23-06-2025
5017,Q5018,kennethcampbell@example.org,Feature Request,Please add support for dark mode.,Closed,24-03-2025,31-03-2025
5018,Q5019,dlevine@example.org,Login Issue,Session expires immediately after login.,Closed,02-02-2025,08-02-2025
5019,Q5020,heathbailey@example.com,Payment Failure,Card declined despite funds.,Closed,21-07-2025,25-07-2025
5020,Q5021,erika95@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,09-07-2025,12-07-2025
5021,Q5022,trevor02@example.net,Data Export,Can’t schedule data export.,Closed,10-07-2025,13-07-2025
5022,Q5023,williamzuniga@example.com,UI Feedback,Filter section takes too much space.,Closed,09-05-2025,14-05-2025
5023,Q5024,pnguyen@example.net,Bug Report,Dropdown not loading values.,Closed,12-06-2025,16-06-2025
5024,Q5025,jessica58@example.com,Data Export,Export button missing from UI.,Closed,30-01-2025,31-01-2025
5025,Q5026,newtontim@example.net,Bug Report,Color scheme inconsistent.,Closed,18-05-2025,20-05-2025
5026,Q5027,kristenking@example.org,Login Issue,Unable to login with correct credentials.,Closed,06-04-2025,24-04-2025
5027,Q5028,michaeljohnson@example.net,Billing Problem,Invoice still shows old company name.,Closed,24-04-2025,29-04-2025
5028,Q5029,joshuapalmer@example.org,Bug Report,Color scheme inconsistent.,Closed,23-02-2025,25-02-2025
5029,Q5030,zacharydiaz@example.net,Login Issue,Login button is unresponsive.,Closed,27-03-2025,08-04-2025
5030,Q5031,brianolsen@example.net,UI Feedback,Alignment issues in forms.,Closed,04-02-2025,08-02-2025
5031,Q5032,gperez@example.org,Payment Failure,Didn’t receive invoice after payment.,Closed,25-06-2025,04-07-2025
5032,Q5033,vli@example.net,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,29-05-2025,09-06-2025
5033,Q5034,frank96@example.com,Feature Request,Add AI auto-suggestions for forms.,Closed,19-05-2025,24-05-2025
5034,Q5035,lbrooks@example.com,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,04-03-2025,07-03-2025
5035,Q5036,bpatel@example.net,Login Issue,Login button is unresponsive.,Closed,17-07-2025,21-07-2025
5036,Q5037,woodsjesse@example.com,Feature Request,Can you include language translation?,Closed,27-05-2025,28-05-2025
